CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,EMAIL_ID,CUST_ID,FAID,EMAIL,CALL_ID,CLIENT_ID,FA_ID,CALL_TRANSCRIPT,SENTIMENT,MEETING_ID,CLIENT_ID,ADVISOR_ID,MEETING_PLATFORM,TRANSCRIPT_SUMMARY,ACTION_ITEMS,SENTIMENT,DATE
C0050,David,Morris,10/15/1947,5337,Single,254833,SMS,+1-673-674-1840x5235,robertsmathew@gmail.com,"3704 Gonzales Inlet, Brianshire, NM 13782",New Ericton,FL,91607,Yes,26:04.0,Investment Growth,59:44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3049,C0050,FA001,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,3/11/2025
C0051,Wendy,Johnston,12/18/2005,1570,Widowed,349158,Email,014-978-3470,jameshenry@yahoo.com,"808 Brad Mall Suite 825, Kathrynside, NC 77230",Longfort,TX,78020,No,58:56.0,Emergency Fund,11:04.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3050,C0051,FA002,Zoom,Insurance policy review,List of next steps identified in the discussion.,Positive,11/23/2024
C0052,Kevin,Hancock,12/1/1956,3775,Divorced,234857,SMS,(395)080-3125x1985,oliviacastaneda@johnson.com,"4726 Walker Heights Apt. 909, West Ryanville, MD 44464",Thomasland,CA,34874,Yes,11:22.0,Education,14:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3051,C0052,FA003,Google Meet,Discussed 401(k) rollover,List of next steps identified in the discussion.,Negative,3/13/2025
C0053,Victoria,Green,11/19/1995,9714,Divorced,374204,Email,623-433-8472x254,fjohnston@gmail.com,"USCGC Smith, FPO AA 70044",Ginaport,GA,29401,No,01:35.0,Retirement,00:53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3052,C0053,FA004,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,12/18/2024
C0054,Julie,Berry,1/30/1996,3474,Widowed,346425,SMS,001-065-839-7695x983,vdaniel@gmail.com,"2651 William Islands, East Kristinmouth, IA 37018",North Barbarastad,GA,78749,No,26:49.0,Retirement,53:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3053,C0054,FA005,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Positive,11/27/2024
C0055,Todd,Reed,12/20/2004,5153,Widowed,380264,Phone,1908880616,lhill@hotmail.com,"4023 Colton Glen, Nguyenstad, NM 43904",Robinsonport,NC,66785,Yes,22:05.0,Home Purchase,40:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3054,C0055,FA006,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,11/21/2024
C0056,Marc,Harrington,12/19/1974,6273,Widowed,302946,SMS,108-764-5553x7438,patrick94@hall.info,"10837 Parker Island Apt. 352, Lake Brandi, IL 21854",Randyhaven,GA,78568,Yes,43:50.0,Emergency Fund,52:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3055,C0056,FA007,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Positive,1/21/2025
C0057,James,Erickson,11/10/1959,2035,Divorced,108822,Phone,1866463540,davidsharp@yahoo.com,"740 Daniel Pine Apt. 167, Lake Drew, DE 63698",Joneshaven,OH,61408,No,25:55.0,Emergency Fund,10:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3056,C0057,FA008,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Positive,11/13/2024
C0058,Frank,Smith,9/11/1989,5982,Single,118149,Email,(234)808-5779x4613,robinsoncharles@hotmail.com,"231 Mcintyre Curve, Liuburgh, FL 55930",Lake Tamaraville,OH,1194,No,28:46.0,Investment Growth,26:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3057,C0058,FA009,Zoom,New wealth management plan,List of next steps identified in the discussion.,Positive,1/23/2025
C0059,Kristen,Robinson,5/20/1988,1989,Divorced,171381,SMS,550.950.4502,bryancarter@miller.com,"070 Davis Street Apt. 675, Johnsonmouth, NJ 16985",Port Tony,PA,42724,No,28:38.0,Emergency Fund,02:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3058,C0059,FA010,Zoom,Estate planning consultation,List of next steps identified in the discussion.,Neutral,12/20/2024
C0060,Lynn,Christensen,10/28/1959,8236,Divorced,380168,SMS,001-594-239-0523x1021,gabriela83@lee-frank.com,"462 Nathaniel Highway, Gregoryfurt, MI 78994",South Shawn,FL,70833,Yes,50:10.0,Home Purchase,59:42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3059,C0060,FA011,Zoom,Estate planning consultation,List of next steps identified in the discussion.,Neutral,3/22/2025
C0061,Nicole,Alvarado,2/23/1967,2603,Single,416370,SMS,977-840-1434x04583,cassandra32@gmail.com,"1303 Dunn Lights Suite 709, West Stephanie, OR 88574",New Ashleymouth,NC,43419,No,08:37.0,Retirement,26:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3060,C0061,FA023,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Negative,3/5/2025
C0062,Amanda,Whitaker,7/27/1987,3955,Widowed,358880,SMS,+1-115-192-4522x2382,jennifer86@hotmail.com,"74416 Williams Plains Suite 662, Port Kimberlyland, IN 55996",Lake Dominic,NC,73753,No,28:07.0,Home Purchase,35:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3061,C0062,FA024,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Neutral,1/22/2025
C0063,Anthony,Smith,5/25/1945,4171,Single,445314,Email,319-951-8082x925,sharpangelica@gmail.com,"2504 Dalton Station Apt. 053, Suzannemouth, LA 33658",North Amyport,FL,58612,Yes,26:16.0,Home Purchase,51:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3062,C0063,FA025,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Positive,12/22/2024
C0064,Ronald,Chaney,8/31/1978,5209,Married,226748,Email,3678537295,joy43@gmail.com,"6464 Amy Islands, Port Angelamouth, MI 55191",New Micheleside,TX,63657,Yes,06:15.0,Investment Growth,20:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3063,C0064,FA026,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,3/1/2025
C0065,Erica,Bush,4/6/1979,8608,Single,202726,SMS,001-718-350-7431x207,carrienavarro@richardson.com,"553 Katie Junction Suite 148, Mezaton, CT 71116",Littleton,GA,74526,No,21:37.0,Education,22:36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3064,C0065,FA027,Teams,Insurance policy review,List of next steps identified in the discussion.,Negative,12/15/2024
C0066,James,Bridges,9/5/1972,9663,Divorced,396697,Phone,001-848-985-8294x465,jenniferrodriguez@hooper-ross.com,"8703 Hill Circle Suite 272, North Candacemouth, RI 86799",Haileyfurt,CA,87228,No,17:15.0,Retirement,18:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3065,C0066,FA028,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Neutral,12/19/2024
C0067,Nathan,Clark,7/10/1993,5633,Widowed,217554,Email,5466897806,kyle56@yahoo.com,"631 Michael Mall Suite 857, Barbaratown, SD 92233",Port Ashley,GA,93284,Yes,58:34.0,Investment Growth,09:59.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3066,C0067,FA029,Zoom,Discussed 401(k) rollover,List of next steps identified in the discussion.,Neutral,11/21/2024
C0068,Stephanie,Allen,5/2/1954,8427,Widowed,129849,SMS,058-699-7829x2258,bakerashley@johnson-thomas.com,"740 Valdez Square, Port Carlos, NM 64747",Nicholeton,MI,29356,Yes,12:54.0,Investment Growth,58:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3067,C0068,FA030,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,3/2/2025
C0069,Rhonda,Harrison,9/29/1964,1397,Widowed,164200,Email,(521)269-3430x2079,markbrown@yahoo.com,"21740 Mark Cape, East Brookeland, MS 83861",New Jennifer,GA,88978,Yes,40:05.0,Retirement,54:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3068,C0069,FA001,Teams,New wealth management plan,List of next steps identified in the discussion.,Neutral,1/10/2025
C0070,Hannah,Diaz,7/25/1972,5690,Married,173967,Email,201.290.2499x07672,garciatyler@house.com,"541 Walker Valleys, South Markmouth, ID 84516",Lake Eric,NC,89002,Yes,30:16.0,Retirement,25:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3069,C0070,FA001,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Neutral,2/3/2025
C0071,Kelsey,Matthews,11/25/1971,7950,Divorced,210107,Phone,+1-542-880-8843x44947,guerrabelinda@lee.com,"0221 Wheeler Path, Floresport, DC 47840",North Katherine,TX,62411,No,55:31.0,Home Purchase,26:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3070,C0071,FA001,Teams,Estate planning consultation,List of next steps identified in the discussion.,Negative,11/17/2024
C0072,Sara,Tran,6/19/1957,3966,Married,188907,Phone,+1-393-466-2730x880,bcoleman@gmail.com,"5649 Bender Extension, Smithtown, SD 40152",Pruitthaven,CA,2303,Yes,32:40.0,Emergency Fund,15:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3071,C0072,FA001,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Negative,3/13/2025
C0073,Jeremy,Ferguson,4/23/1972,2977,Single,146037,Phone,042.907.6671x83174,sabrina03@williams.com,"98818 Stone Mountains, Adrianville, MT 19550",Lake David,GA,17460,No,15:33.0,Home Purchase,52:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3072,C0073,FA001,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,2/10/2025
C0074,Kelly,Miller,1/14/1984,6015,Married,379644,Email,001-895-814-3239x284,joseph11@yahoo.com,"PSC 6661, Box 7841, APO AA 21708",North Kelseymouth,MI,29602,No,00:30.0,Retirement,56:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3073,C0074,FA001,Teams,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,3/8/2025
C0075,Stacey,Lee,3/19/1953,2929,Married,75600,Email,(533)369-4097x591,michaelmaynard@davis-jones.com,"8006 Olson Forks, New Dantown, WA 41461",Fosterfurt,PA,66909,Yes,02:03.0,Education,58:22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3074,C0075,FA001,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Neutral,1/26/2025
C0076,Cynthia,Daniels,3/6/1985,7886,Single,360384,Phone,861-485-2238,cynthiaperry@barry.com,"287 Hernandez Wells, Jonesmouth, DC 25162",Port Alan,GA,70189,Yes,31:00.0,Investment Growth,10:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3075,C0076,FA001,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,2/9/2025
C0077,Duane,Smith,11/20/1973,2402,Married,146480,SMS,648.115.0818,anthony41@gmail.com,"99823 Alexa Crest, West Mario, KY 13429",Moonside,PA,34809,No,20:29.0,Education,04:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3076,C0077,FA001,Teams,Estate planning consultation,List of next steps identified in the discussion.,Negative,11/17/2024
C0078,Melissa,Gonzales,1/25/1970,6628,Single,337366,Phone,297.016.3161x74464,tonyathompson@thompson-lopez.com,"PSC 1163, Box 1209, APO AA 80561",Cookfurt,NC,37827,No,54:08.0,Investment Growth,55:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3077,C0078,FA002,Zoom,Estate planning consultation,List of next steps identified in the discussion.,Neutral,10/14/2024
C0079,Penny,Aguilar,1/2/1990,5765,Widowed,153233,SMS,001-909-182-5146,coxcraig@steele-alexander.org,"936 Robert Coves, Port Michael, DE 36793",Lake Williamshire,NC,21297,No,35:24.0,Emergency Fund,46:38.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3078,C0079,FA003,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Positive,11/5/2024
C0080,Leonard,Harding,12/26/1945,1914,Single,487087,Email,410-850-3538x068,weaverdustin@yahoo.com,"95509 Scott Mountains Suite 639, North Nicole, WY 51271",West Mariobury,CA,64085,No,23:17.0,Emergency Fund,10:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3079,C0080,FA004,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,12/6/2024
