CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,BRANCH_ID,BRANCH_OFFICER,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,CLIENT_ID,ENGAGEMENT_SCORE,FOLLOW_UP_PENDING,FOLLOW_UPS_COMPLETED,FOLLOW_UP_DATE,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,ROLE,CUSTOMER_ID,FIRST_NAME,LAST_NAME,ASSET_ID,ASSET_TYPE,ASSET_STATUS,PURCHASE_DATE,PROPERTY_VALUE,HOLDINGID,CLIENTID,INVESTMENTTYPEID,PRODUCTNAME,PRODUCTSYMBOL,SECTOR,QUANTITY,PURCHASEPRICE,MARKETPRICE,VALUE,PURCHASEDATE,DIVIDENDYIELD,RISKLEVEL,ASSETCLASS,ACCOUNTTYPE,BROKERNAME,LASTUPDATED,INVESTMENTID,INVESTMENTTYPE,DESCRIPTION,PRODUCTS_EXAMPLES,WHOBUYS,CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMPLOYEE_ID,EMPLOYER_NAME,JOB_TITLE,START_DATE,PREVIOUS_EMPLOYER,CUSTOMER_ID,FIRST_NAME,LAST_NAME,MARITAL_STATUS,PREVIOUS_MARITAL_STATUS,STATUS_CHANGE_DATE,TRANSACTION_ID,CUSTOMER_ID,TRANSACTION_DATE,TRANSACTION_DESCRIPTION,TRANSACTION_AMOUNT,TRANSACTION_TYPE,BANK_NAME
C0964,Maxwell,Brown,11/20/1978,1363,Married,87510,Phone,(070)909-0593,ahess@small.info,"201 Rodriguez Mission, Christinaville, SD 26933",Williamberg,FL,70042,No,29:37.0,Retirement,21:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0964,Maxwell,Brown,A4757,Condo,Sold,3/20/2018,695341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0964,Maxwell,Brown,E19634,EduWorld,Operations Manager,1/13/2024,FinanceInc,C0964,Maxwell,Brown,Single,Widowed,2/4/2023,T11047,C0964,11/20/2024,Baby Products Purchase - Walmart,23181.03,Credit,Chase
C0964,Maxwell,Brown,11/20/1978,1363,Married,87510,Phone,(070)909-0593,ahess@small.info,"201 Rodriguez Mission, Christinaville, SD 26933",Williamberg,FL,70042,No,29:37.0,Retirement,21:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0964,Maxwell,Brown,A4757,Condo,Sold,3/20/2018,695341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0964,Maxwell,Brown,E19634,EduWorld,Operations Manager,1/13/2024,FinanceInc,C0964,Maxwell,Brown,Single,Widowed,2/4/2023,T11140,C0964,3/21/2025,Inheritance Deposit from Executor,25715.23,Debit,Chase
C0965,Jason,Padilla,1/7/1979,1339,Single,462169,Email,(849)689-9766x365,simpsonjason@esparza-montgomery.org,"Unit 8461 Box 0825, DPO AE 41098",Fischershire,NC,46750,No,07:52.0,Education,46:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0965,Jason,Padilla,A8268,Townhouse,Owned,3/1/2021,335507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0965,Jason,Padilla,E21697,RetailWorks,HR Specialist,11/10/2022,AutoMotive,C0965,Jason,Padilla,Single,Married,8/19/2020,T10514,C0965,1/18/2025,Inheritance Deposit from Executor,23877.88,Credit,Capital One
C0965,Jason,Padilla,1/7/1979,1339,Single,462169,Email,(849)689-9766x365,simpsonjason@esparza-montgomery.org,"Unit 8461 Box 0825, DPO AE 41098",Fischershire,NC,46750,No,07:52.0,Education,46:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0965,Jason,Padilla,A8268,Townhouse,Owned,3/1/2021,335507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0965,Jason,Padilla,E21697,RetailWorks,HR Specialist,11/10/2022,AutoMotive,C0965,Jason,Padilla,Single,Married,8/19/2020,T11655,C0965,5/18/2024,Mortgage Loan Disbursement,46194.23,Debit,Capital One
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_10,FA014,Mia Young,C0966,87,1,2,12/23/2024,FA014,Mia Young,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10598,C0966,1/11/2025,SSA Retirement Benefit - March 2025,30382.34,Credit,Bank of America
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_10,FA014,Mia Young,C0966,87,1,2,12/23/2024,FA014,Mia Young,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10713,C0966,6/12/2024,Mortgage Loan Disbursement,41841.86,Debit,Wells Fargo
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_10,FA014,Mia Young,C0966,87,1,2,12/23/2024,FA014,Mia Young,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10882,C0966,7/18/2024,HR Onboarding Bonus,4852,Credit,Bank of America
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_1,FA016,Charlotte Scott,C0966,9,3,2,1/15/2025,FA016,Charlotte Scott,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10598,C0966,1/11/2025,SSA Retirement Benefit - March 2025,30382.34,Credit,Bank of America
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_1,FA016,Charlotte Scott,C0966,9,3,2,1/15/2025,FA016,Charlotte Scott,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10713,C0966,6/12/2024,Mortgage Loan Disbursement,41841.86,Debit,Wells Fargo
C0966,Dean,Norris,9/16/1959,6798,Married,391684,Email,001-028-188-5710x462,thompsonchad@hotmail.com,"21629 Burton Mills Suite 690, Leblanctown, CO 88163",West Joshua,IL,40358,No,24:42.0,Retirement,13:23.0,B109,BO_1,FA016,Charlotte Scott,C0966,9,3,2,1/15/2025,FA016,Charlotte Scott,Financial Advisor,C0966,Dean,Norris,A1001,Townhouse,Owned,12/15/2016,976880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0966,Dean,Norris,E65419,TechCorp,Consultant,9/4/2023,TechCorp,C0966,Dean,Norris,Single,Married,3/19/2023,T10882,C0966,7/18/2024,HR Onboarding Bonus,4852,Credit,Bank of America
C0967,Melissa,Harris,1/14/1972,1963,Married,88187,Phone,001-753-201-0629x3923,yolandaclay@yahoo.com,"7705 Reynolds Parkways Apt. 173, New John, CO 45321",Jeffreyburgh,GA,80878,No,49:16.0,Home Purchase,41:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0967,Melissa,Harris,A7081,Townhouse,Sold,5/2/2021,511423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0967,Melissa,Harris,E20280,TechCorp,Software Engineer,12/12/2024,GovSector,C0967,Melissa,Harris,Widowed,Divorced,4/29/2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0968,Emily,Henderson,4/5/1955,5111,Single,440988,SMS,307.187.6151,charlesbennett@yahoo.com,"35050 Alyssa Neck, Wileymouth, RI 73191",Johnsonberg,NY,38517,No,08:36.0,Education,20:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,A8521,Multi-Family Home,Owned,2/5/2018,309047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,E55428,RetailWorks,Software Engineer,2/10/2025,StartupX,C0968,Emily,Henderson,Married,Single,10/2/2021,T10100,C0968,1/7/2025,Car Dealership Payment - Tesla,11931.6,Credit,Capital One
C0968,Emily,Henderson,4/5/1955,5111,Single,440988,SMS,307.187.6151,charlesbennett@yahoo.com,"35050 Alyssa Neck, Wileymouth, RI 73191",Johnsonberg,NY,38517,No,08:36.0,Education,20:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,A8521,Multi-Family Home,Owned,2/5/2018,309047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,E55428,RetailWorks,Software Engineer,2/10/2025,StartupX,C0968,Emily,Henderson,Married,Single,10/2/2021,T10338,C0968,5/5/2024,Moving Expenses Reimbursement,40451.33,Credit,Capital One
C0968,Emily,Henderson,4/5/1955,5111,Single,440988,SMS,307.187.6151,charlesbennett@yahoo.com,"35050 Alyssa Neck, Wileymouth, RI 73191",Johnsonberg,NY,38517,No,08:36.0,Education,20:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,A8521,Multi-Family Home,Owned,2/5/2018,309047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,E55428,RetailWorks,Software Engineer,2/10/2025,StartupX,C0968,Emily,Henderson,Married,Single,10/2/2021,T10360,C0968,7/1/2024,Property Down Payment,20693.13,Credit,Citibank
C0968,Emily,Henderson,4/5/1955,5111,Single,440988,SMS,307.187.6151,charlesbennett@yahoo.com,"35050 Alyssa Neck, Wileymouth, RI 73191",Johnsonberg,NY,38517,No,08:36.0,Education,20:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,A8521,Multi-Family Home,Owned,2/5/2018,309047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,E55428,RetailWorks,Software Engineer,2/10/2025,StartupX,C0968,Emily,Henderson,Married,Single,10/2/2021,T10590,C0968,7/8/2024,Salary Credit - New Employer XYZ,35546.22,Credit,Chase
C0968,Emily,Henderson,4/5/1955,5111,Single,440988,SMS,307.187.6151,charlesbennett@yahoo.com,"35050 Alyssa Neck, Wileymouth, RI 73191",Johnsonberg,NY,38517,No,08:36.0,Education,20:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,A8521,Multi-Family Home,Owned,2/5/2018,309047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0968,Emily,Henderson,E55428,RetailWorks,Software Engineer,2/10/2025,StartupX,C0968,Emily,Henderson,Married,Single,10/2/2021,T10670,C0968,8/22/2024,SSA Retirement Benefit - March 2025,12559.22,Credit,Chase
C0969,Nichole,Moody,11/5/1992,5894,Widowed,201380,Phone,(690)887-1438x622,burnsjacqueline@yahoo.com,"3453 Kimberly Lodge, New Robert, NY 90835",Port Brendan,GA,19067,Yes,44:10.0,Home Purchase,34:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0969,Nichole,Moody,A5444,Townhouse,Sold,2/24/2022,157153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0969,Nichole,Moody,E29993,EduWorld,Marketing Manager,4/6/2023,TechCorp,C0969,Nichole,Moody,Single,Married,3/31/2021,T11246,C0969,5/18/2024,401k Withdrawal,15350.24,Debit,Capital One
C0970,Ryan,Sullivan,3/8/2003,6741,Divorced,261390,Email,245.866.0184,kevinturner@ross.com,"9034 Fowler Burg, Lake Marchaven, MS 94529",Port Jessefurt,FL,85017,Yes,47:13.0,Home Purchase,08:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,A6697,Townhouse,Owned,4/13/2022,833395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,E95825,StartupX,Consultant,4/29/2021,FinanceInc,C0970,Ryan,Sullivan,Married,Single,4/29/2020,T10401,C0970,12/26/2024,House Renovation - Home Depot,8193.36,Credit,Citibank
C0970,Ryan,Sullivan,3/8/2003,6741,Divorced,261390,Email,245.866.0184,kevinturner@ross.com,"9034 Fowler Burg, Lake Marchaven, MS 94529",Port Jessefurt,FL,85017,Yes,47:13.0,Home Purchase,08:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,A6697,Townhouse,Owned,4/13/2022,833395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,E95825,StartupX,Consultant,4/29/2021,FinanceInc,C0970,Ryan,Sullivan,Married,Single,4/29/2020,T10936,C0970,6/25/2024,Baby Products Purchase - Walmart,16920.38,Debit,Capital One
C0970,Ryan,Sullivan,3/8/2003,6741,Divorced,261390,Email,245.866.0184,kevinturner@ross.com,"9034 Fowler Burg, Lake Marchaven, MS 94529",Port Jessefurt,FL,85017,Yes,47:13.0,Home Purchase,08:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,A6697,Townhouse,Owned,4/13/2022,833395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,E95825,StartupX,Consultant,4/29/2021,FinanceInc,C0970,Ryan,Sullivan,Married,Single,4/29/2020,T11504,C0970,9/8/2024,Hospital Bill - Maternity,26401.8,Debit,Chase
C0970,Ryan,Sullivan,3/8/2003,6741,Divorced,261390,Email,245.866.0184,kevinturner@ross.com,"9034 Fowler Burg, Lake Marchaven, MS 94529",Port Jessefurt,FL,85017,Yes,47:13.0,Home Purchase,08:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,A6697,Townhouse,Owned,4/13/2022,833395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0970,Ryan,Sullivan,E95825,StartupX,Consultant,4/29/2021,FinanceInc,C0970,Ryan,Sullivan,Married,Single,4/29/2020,T11740,C0970,5/28/2024,Auto Loan Credit - Chase Bank,43093.37,Debit,Citibank
C0971,Billy,Garrison,11/1/1958,4925,Married,295179,SMS,858.159.7554x44035,bullockgina@gmail.com,"4793 Yvonne Dam Apt. 254, North Kristintown, NY 65739",South Jeanettechester,TX,39869,No,57:41.0,Education,14:17.0,B106,BO_10,FA020,Evelyn Carter,C0971,88,1,3,2/12/2025,FA020,Evelyn Carter,Financial Advisor,C0971,Billy,Garrison,A4324,Townhouse,Mortgaged,10/6/2021,306895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0971,Billy,Garrison,E53791,EduWorld,Consultant,9/15/2022,FinanceInc,C0971,Billy,Garrison,Divorced,Widowed,8/29/2024,T10112,C0971,6/4/2024,Estate Settlement Funds Received,23335.46,Debit,Bank of America
C0972,Edward,Tyler,2/2/1991,4469,Divorced,294824,Email,+1-420-630-0202x948,ocohen@wallace-aguilar.com,"522 Davis Lake, Curtismouth, DE 60050",North Dana,OH,54802,Yes,17:46.0,Home Purchase,48:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,A2079,Luxury Estate,Sold,8/19/2021,482524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,E54944,EduWorld,Financial Advisor,2/15/2022,HealthPlus,C0972,Edward,Tyler,Married,Single,8/18/2024,T10863,C0972,12/9/2024,Inheritance Deposit from Executor,30323.65,Debit,Wells Fargo
C0972,Edward,Tyler,2/2/1991,4469,Divorced,294824,Email,+1-420-630-0202x948,ocohen@wallace-aguilar.com,"522 Davis Lake, Curtismouth, DE 60050",North Dana,OH,54802,Yes,17:46.0,Home Purchase,48:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,A2079,Luxury Estate,Sold,8/19/2021,482524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,E54944,EduWorld,Financial Advisor,2/15/2022,HealthPlus,C0972,Edward,Tyler,Married,Single,8/18/2024,T11622,C0972,1/11/2025,Inheritance Deposit from Executor,42346.63,Credit,Bank of America
C0972,Edward,Tyler,2/2/1991,4469,Divorced,294824,Email,+1-420-630-0202x948,ocohen@wallace-aguilar.com,"522 Davis Lake, Curtismouth, DE 60050",North Dana,OH,54802,Yes,17:46.0,Home Purchase,48:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,A2079,Luxury Estate,Sold,8/19/2021,482524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0972,Edward,Tyler,E54944,EduWorld,Financial Advisor,2/15/2022,HealthPlus,C0972,Edward,Tyler,Married,Single,8/18/2024,T11824,C0972,1/8/2025,Inheritance Deposit from Executor,21739.14,Credit,Bank of America
C0973,Monique,Alvarez,3/14/1960,2784,Single,275651,Email,805-541-9751x23033,laura69@gmail.com,"86700 Lopez Ridge Apt. 534, Brianton, ME 79084",West Chad,MI,79025,No,15:57.0,Emergency Fund,47:38.0,B105,BO_2,FA022,Harper Walker,C0973,68,1,2,3/9/2025,FA022,Harper Walker,Financial Advisor,C0973,Monique,Alvarez,A3401,Single Family Home,Mortgaged,3/17/2018,126573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0973,Monique,Alvarez,E69703,StartupX,Operations Manager,6/24/2020,FinanceInc,C0973,Monique,Alvarez,Widowed,Married,6/12/2021,T10220,C0973,2/13/2025,401k Withdrawal,33481.92,Debit,Wells Fargo
C0973,Monique,Alvarez,3/14/1960,2784,Single,275651,Email,805-541-9751x23033,laura69@gmail.com,"86700 Lopez Ridge Apt. 534, Brianton, ME 79084",West Chad,MI,79025,No,15:57.0,Emergency Fund,47:38.0,B105,BO_2,FA022,Harper Walker,C0973,68,1,2,3/9/2025,FA022,Harper Walker,Financial Advisor,C0973,Monique,Alvarez,A3401,Single Family Home,Mortgaged,3/17/2018,126573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0973,Monique,Alvarez,E69703,StartupX,Operations Manager,6/24/2020,FinanceInc,C0973,Monique,Alvarez,Widowed,Married,6/12/2021,T10500,C0973,6/24/2024,Estate Settlement Funds Received,20374.28,Debit,Wells Fargo
C0973,Monique,Alvarez,3/14/1960,2784,Single,275651,Email,805-541-9751x23033,laura69@gmail.com,"86700 Lopez Ridge Apt. 534, Brianton, ME 79084",West Chad,MI,79025,No,15:57.0,Emergency Fund,47:38.0,B106,BO_6,FA012,Ava Lewis,C0973,37,3,5,3/15/2025,FA012,Ava Lewis,Financial Advisor,C0973,Monique,Alvarez,A3401,Single Family Home,Mortgaged,3/17/2018,126573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0973,Monique,Alvarez,E69703,StartupX,Operations Manager,6/24/2020,FinanceInc,C0973,Monique,Alvarez,Widowed,Married,6/12/2021,T10220,C0973,2/13/2025,401k Withdrawal,33481.92,Debit,Wells Fargo
C0973,Monique,Alvarez,3/14/1960,2784,Single,275651,Email,805-541-9751x23033,laura69@gmail.com,"86700 Lopez Ridge Apt. 534, Brianton, ME 79084",West Chad,MI,79025,No,15:57.0,Emergency Fund,47:38.0,B106,BO_6,FA012,Ava Lewis,C0973,37,3,5,3/15/2025,FA012,Ava Lewis,Financial Advisor,C0973,Monique,Alvarez,A3401,Single Family Home,Mortgaged,3/17/2018,126573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0973,Monique,Alvarez,E69703,StartupX,Operations Manager,6/24/2020,FinanceInc,C0973,Monique,Alvarez,Widowed,Married,6/12/2021,T10500,C0973,6/24/2024,Estate Settlement Funds Received,20374.28,Debit,Wells Fargo
C0974,Robert,Haas,3/11/1946,2958,Married,244751,Phone,001-437-288-2281,jdavis@gmail.com,"96589 Hannah View Apt. 144, Sarahton, WY 71399",North Lisa,PA,83851,No,19:44.0,Emergency Fund,27:19.0,B108,BO_8,FA013,William Hall,C0974,99,2,10,9/30/2024,FA013,William Hall,Financial Advisor,C0974,Robert,Haas,A5821,Luxury Estate,Owned,10/30/2023,194183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0974,Robert,Haas,E28042,StartupX,Consultant,5/3/2023,StartupX,C0974,Robert,Haas,Single,Divorced,10/3/2022,T11433,C0974,4/1/2024,Salary Credit - New Employer XYZ,37469.63,Debit,Citibank
C0975,Jerry,Hernandez,11/15/1977,8904,Divorced,353627,Email,281.018.4570x737,sanchezkim@villegas.com,"65433 Horton Vista Suite 049, West Matthewton, FL 63578",Bryanttown,PA,69142,No,09:27.0,Investment Growth,25:31.0,B102,BO_9,FA024,Ella Allen,C0975,46,3,5,10/11/2024,FA024,Ella Allen,Financial Advisor,C0975,Jerry,Hernandez,A4972,Single Family Home,Sold,6/12/2018,741071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0975,Jerry,Hernandez,E10961,StartupX,Financial Advisor,5/10/2024,GovSector,C0975,Jerry,Hernandez,Widowed,Married,4/22/2021,T10002,C0975,8/19/2024,Baby Products Purchase - Walmart,1354.34,Debit,Wells Fargo
C0975,Jerry,Hernandez,11/15/1977,8904,Divorced,353627,Email,281.018.4570x737,sanchezkim@villegas.com,"65433 Horton Vista Suite 049, West Matthewton, FL 63578",Bryanttown,PA,69142,No,09:27.0,Investment Growth,25:31.0,B102,BO_9,FA024,Ella Allen,C0975,46,3,5,10/11/2024,FA024,Ella Allen,Financial Advisor,C0975,Jerry,Hernandez,A4972,Single Family Home,Sold,6/12/2018,741071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0975,Jerry,Hernandez,E10961,StartupX,Financial Advisor,5/10/2024,GovSector,C0975,Jerry,Hernandez,Widowed,Married,4/22/2021,T10057,C0975,9/21/2024,Inheritance Deposit from Executor,46377.57,Credit,Citibank
